id,school,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location
2634,Tennessee State,Tigers,TNST,"[""TNST"",""Tennessee St""]",OVC,null,fcs,#171796,#f0f0f0,"[""https://cdn.collegefootballdata.com/logos/500/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2634.png"",""https://cdn.collegefootballdata.com/logos/256/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2634.png"",""https://cdn.collegefootballdata.com/logos/128/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2634.png"",""https://cdn.collegefootballdata.com/logos/96/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2634.png"",""https://cdn.collegefootballdata.com/logos/64/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2634.png"",""https://cdn.collegefootballdata.com/logos/48/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2634.png"",""https://cdn.collegefootballdata.com/logos/32/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2634.png"",""https://cdn.collegefootballdata.com/logos/16/2634.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2634.png""]",@TSU_Football,"{""capacity"":""69143"",""city"":""Nashville"",""constructionYear"":""1999"",""countryCode"":""US"",""dome"":""false"",""elevation"":""121.0412598"",""grass"":""false"",""id"":""3810"",""latitude"":""36.166479"",""longitude"":""-86.7712898"",""name"":""Nissan Stadium"",""state"":""TN"",""timezone"":""America/Chicago"",""zip"":""37209""}"
2635,Tennessee Tech,Golden Eagles,TNTC,"[""TNTC"",""Tennessee Tech""]",OVC,null,fcs,#5A4099,#ffde00,"[""https://cdn.collegefootballdata.com/logos/500/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2635.png"",""https://cdn.collegefootballdata.com/logos/256/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2635.png"",""https://cdn.collegefootballdata.com/logos/128/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2635.png"",""https://cdn.collegefootballdata.com/logos/96/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2635.png"",""https://cdn.collegefootballdata.com/logos/64/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2635.png"",""https://cdn.collegefootballdata.com/logos/48/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2635.png"",""https://cdn.collegefootballdata.com/logos/32/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2635.png"",""https://cdn.collegefootballdata.com/logos/16/2635.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2635.png""]",@TNTechFootball,"{""capacity"":""16500"",""city"":""Cookeville"",""constructionYear"":""1966"",""countryCode"":""US"",""dome"":""false"",""elevation"":""340.8609314"",""grass"":""false"",""id"":""3962"",""latitude"":""36.1780555"",""longitude"":""-85.506183"",""name"":""Tucker Stadium"",""state"":""TN"",""timezone"":""America/Chicago"",""zip"":""38501""}"
251,Texas,Longhorns,TEX,"[""TEX"",""Texas""]",Big 12,null,fbs,#bf5700,#ffffff,"[""https://cdn.collegefootballdata.com/logos/500/251.png"",""https://cdn.collegefootballdata.com/logos-dark/500/251.png"",""https://cdn.collegefootballdata.com/logos/256/251.png"",""https://cdn.collegefootballdata.com/logos-dark/256/251.png"",""https://cdn.collegefootballdata.com/logos/128/251.png"",""https://cdn.collegefootballdata.com/logos-dark/128/251.png"",""https://cdn.collegefootballdata.com/logos/96/251.png"",""https://cdn.collegefootballdata.com/logos-dark/96/251.png"",""https://cdn.collegefootballdata.com/logos/64/251.png"",""https://cdn.collegefootballdata.com/logos-dark/64/251.png"",""https://cdn.collegefootballdata.com/logos/48/251.png"",""https://cdn.collegefootballdata.com/logos-dark/48/251.png"",""https://cdn.collegefootballdata.com/logos/32/251.png"",""https://cdn.collegefootballdata.com/logos-dark/32/251.png"",""https://cdn.collegefootballdata.com/logos/16/251.png"",""https://cdn.collegefootballdata.com/logos-dark/16/251.png""]",@TexasFootball,"{""capacity"":""100119"",""city"":""Austin"",""constructionYear"":""1924"",""countryCode"":""US"",""dome"":""false"",""elevation"":""160.3089447"",""grass"":""false"",""id"":""3910"",""latitude"":""30.2836813"",""longitude"":""-97.7325345"",""name"":""DKR-Texas Memorial Stadium"",""state"":""TX"",""timezone"":""America/Chicago"",""zip"":""78712""}"
245,Texas A&M,Aggies,TA&M,"[""TA&M"",""Texas A&M""]",SEC,West,fbs,#500000,#ffffff,"[""https://cdn.collegefootballdata.com/logos/500/245.png"",""https://cdn.collegefootballdata.com/logos-dark/500/245.png"",""https://cdn.collegefootballdata.com/logos/256/245.png"",""https://cdn.collegefootballdata.com/logos-dark/256/245.png"",""https://cdn.collegefootballdata.com/logos/128/245.png"",""https://cdn.collegefootballdata.com/logos-dark/128/245.png"",""https://cdn.collegefootballdata.com/logos/96/245.png"",""https://cdn.collegefootballdata.com/logos-dark/96/245.png"",""https://cdn.collegefootballdata.com/logos/64/245.png"",""https://cdn.collegefootballdata.com/logos-dark/64/245.png"",""https://cdn.collegefootballdata.com/logos/48/245.png"",""https://cdn.collegefootballdata.com/logos-dark/48/245.png"",""https://cdn.collegefootballdata.com/logos/32/245.png"",""https://cdn.collegefootballdata.com/logos-dark/32/245.png"",""https://cdn.collegefootballdata.com/logos/16/245.png"",""https://cdn.collegefootballdata.com/logos-dark/16/245.png""]",@AggieFootball,"{""capacity"":""102733"",""city"":""College Station"",""constructionYear"":""1927"",""countryCode"":""US"",""dome"":""false"",""elevation"":""108.824585"",""grass"":""true"",""id"":""3795"",""latitude"":""30.6098891"",""longitude"":""-96.3403828"",""name"":""Kyle Field"",""state"":""TX"",""timezone"":""America/Chicago"",""zip"":""77843""}"
2658,Texas A&M-Kingsville,Javelinas,TAMK,"[""TAMK"",""TAMU-Kingsvlle""]",Lone Star,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2658.png"",""https://cdn.collegefootballdata.com/logos/256/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2658.png"",""https://cdn.collegefootballdata.com/logos/128/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2658.png"",""https://cdn.collegefootballdata.com/logos/96/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2658.png"",""https://cdn.collegefootballdata.com/logos/64/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2658.png"",""https://cdn.collegefootballdata.com/logos/48/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2658.png"",""https://cdn.collegefootballdata.com/logos/32/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2658.png"",""https://cdn.collegefootballdata.com/logos/16/2658.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2658.png""]",null,"{""capacity"":""15000"",""city"":""Kingsville"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6076"",""latitude"":""27.5158689"",""longitude"":""-97.856109"",""name"":""Javelina Stadium"",""state"":""TX"",""timezone"":null,""zip"":""78363""}"
2639,Texas Lutheran,Bulldogs,TXLU,"[""TXLU"",""Texas Lutheran""]",American Southwest,null,iii,#fdbe10,#000000,"[""https://cdn.collegefootballdata.com/logos/500/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2639.png"",""https://cdn.collegefootballdata.com/logos/256/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2639.png"",""https://cdn.collegefootballdata.com/logos/128/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2639.png"",""https://cdn.collegefootballdata.com/logos/96/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2639.png"",""https://cdn.collegefootballdata.com/logos/64/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2639.png"",""https://cdn.collegefootballdata.com/logos/48/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2639.png"",""https://cdn.collegefootballdata.com/logos/32/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2639.png"",""https://cdn.collegefootballdata.com/logos/16/2639.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2639.png""]",null,"{""capacity"":""1500"",""city"":""Seguin"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6125"",""latitude"":""29.5688411"",""longitude"":""-97.9647269"",""name"":""Bulldog Stadium (TX)"",""state"":""TX"",""timezone"":null,""zip"":""79765""}"
2640,Texas Southern,Tigers,TXSO,"[""TXSO"",""Texas Southern""]",SWAC,West,fcs,#860038,#ffffff,"[""https://cdn.collegefootballdata.com/logos/500/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2640.png"",""https://cdn.collegefootballdata.com/logos/256/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2640.png"",""https://cdn.collegefootballdata.com/logos/128/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2640.png"",""https://cdn.collegefootballdata.com/logos/96/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2640.png"",""https://cdn.collegefootballdata.com/logos/64/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2640.png"",""https://cdn.collegefootballdata.com/logos/48/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2640.png"",""https://cdn.collegefootballdata.com/logos/32/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2640.png"",""https://cdn.collegefootballdata.com/logos/16/2640.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2640.png""]",@TSUFootball,"{""capacity"":""22000"",""city"":""Houston"",""constructionYear"":""2012"",""countryCode"":""US"",""dome"":""false"",""elevation"":""13.68128395"",""grass"":""true"",""id"":""3631"",""latitude"":""29.7521988"",""longitude"":""-95.3524146"",""name"":""BBVA Compass Stadium"",""state"":""TX"",""timezone"":""America/Chicago"",""zip"":""77003""}"
326,Texas State,Bobcats,TXST,"[""TXST"",""Texas St""]",Sun Belt,West,fbs,#501214,#6a5638,"[""https://cdn.collegefootballdata.com/logos/500/326.png"",""https://cdn.collegefootballdata.com/logos-dark/500/326.png"",""https://cdn.collegefootballdata.com/logos/256/326.png"",""https://cdn.collegefootballdata.com/logos-dark/256/326.png"",""https://cdn.collegefootballdata.com/logos/128/326.png"",""https://cdn.collegefootballdata.com/logos-dark/128/326.png"",""https://cdn.collegefootballdata.com/logos/96/326.png"",""https://cdn.collegefootballdata.com/logos-dark/96/326.png"",""https://cdn.collegefootballdata.com/logos/64/326.png"",""https://cdn.collegefootballdata.com/logos-dark/64/326.png"",""https://cdn.collegefootballdata.com/logos/48/326.png"",""https://cdn.collegefootballdata.com/logos-dark/48/326.png"",""https://cdn.collegefootballdata.com/logos/32/326.png"",""https://cdn.collegefootballdata.com/logos-dark/32/326.png"",""https://cdn.collegefootballdata.com/logos/16/326.png"",""https://cdn.collegefootballdata.com/logos-dark/16/326.png""]",@TXStateFootball,"{""capacity"":""30000"",""city"":""San Marcos"",""constructionYear"":""1981"",""countryCode"":""US"",""dome"":""false"",""elevation"":""177.8676453"",""grass"":""false"",""id"":""3644"",""latitude"":""29.8910008"",""longitude"":""-97.9255735"",""name"":""Bobcat Stadium (TX)"",""state"":""TX"",""timezone"":""America/Chicago"",""zip"":""78666""}"
2641,Texas Tech,Red Raiders,TTU,"[""TTU"",""Texas Tech""]",Big 12,null,fbs,#c30020,#000000,"[""https://cdn.collegefootballdata.com/logos/500/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2641.png"",""https://cdn.collegefootballdata.com/logos/256/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2641.png"",""https://cdn.collegefootballdata.com/logos/128/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2641.png"",""https://cdn.collegefootballdata.com/logos/96/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2641.png"",""https://cdn.collegefootballdata.com/logos/64/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2641.png"",""https://cdn.collegefootballdata.com/logos/48/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2641.png"",""https://cdn.collegefootballdata.com/logos/32/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2641.png"",""https://cdn.collegefootballdata.com/logos/16/2641.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2641.png""]",@TexasTechFB,"{""capacity"":""60454"",""city"":""Lubbock"",""constructionYear"":""1947"",""countryCode"":""US"",""dome"":""false"",""elevation"":""980.7632446"",""grass"":""false"",""id"":""3784"",""latitude"":""33.5910518"",""longitude"":""-101.8728824"",""name"":""Jones AT&T Stadium"",""state"":""TX"",""timezone"":""America/Chicago"",""zip"":""79409""}"
2643,The Citadel,Bulldogs,CIT,"[""CIT"",""The Citadel""]",Southern,null,fcs,#7badd3,#002856,"[""https://cdn.collegefootballdata.com/logos/500/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2643.png"",""https://cdn.collegefootballdata.com/logos/256/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2643.png"",""https://cdn.collegefootballdata.com/logos/128/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2643.png"",""https://cdn.collegefootballdata.com/logos/96/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2643.png"",""https://cdn.collegefootballdata.com/logos/64/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2643.png"",""https://cdn.collegefootballdata.com/logos/48/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2643.png"",""https://cdn.collegefootballdata.com/logos/32/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2643.png"",""https://cdn.collegefootballdata.com/logos/16/2643.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2643.png""]",@CitadelFootball,"{""capacity"":""11427"",""city"":""Charleston"",""constructionYear"":""1948"",""countryCode"":""US"",""dome"":""false"",""elevation"":""4.137742996"",""grass"":""true"",""id"":""3782"",""latitude"":""32.7936975"",""longitude"":""-79.9558183"",""name"":""Johnson Hagood Stadium"",""state"":""SC"",""timezone"":""America/New_York"",""zip"":""29403""}"
2442,The College of New Jersey,Lions,TCNJ,"[""TCNJ"",""College of NJ""]",New Jersey,null,iii,#154c7d,#fbbc20,"[""https://cdn.collegefootballdata.com/logos/500/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2442.png"",""https://cdn.collegefootballdata.com/logos/256/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2442.png"",""https://cdn.collegefootballdata.com/logos/128/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2442.png"",""https://cdn.collegefootballdata.com/logos/96/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2442.png"",""https://cdn.collegefootballdata.com/logos/64/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2442.png"",""https://cdn.collegefootballdata.com/logos/48/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2442.png"",""https://cdn.collegefootballdata.com/logos/32/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2442.png"",""https://cdn.collegefootballdata.com/logos/16/2442.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2442.png""]",null,"{""capacity"":""6000"",""city"":""Ewing"",""constructionYear"":""1984"",""countryCode"":""US"",""dome"":""false"",""elevation"":""50"",""grass"":""false"",""id"":""5824"",""latitude"":""40.2688105"",""longitude"":""-74.8006895"",""name"":""Lions Stadium"",""state"":""NJ"",""timezone"":""America/New_York"",""zip"":""08628""}"
2644,Thiel,Tomcats,THI,"[""THI"",""Thiel""]",Presidents',null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2644.png"",""https://cdn.collegefootballdata.com/logos/256/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2644.png"",""https://cdn.collegefootballdata.com/logos/128/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2644.png"",""https://cdn.collegefootballdata.com/logos/96/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2644.png"",""https://cdn.collegefootballdata.com/logos/64/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2644.png"",""https://cdn.collegefootballdata.com/logos/48/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2644.png"",""https://cdn.collegefootballdata.com/logos/32/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2644.png"",""https://cdn.collegefootballdata.com/logos/16/2644.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2644.png""]",null,"{""capacity"":""1400"",""city"":""Greenville"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6128"",""latitude"":""41.402"",""longitude"":""-80.383"",""name"":""Alumni Stadium (PA)"",""state"":""PA"",""timezone"":null,""zip"":""36037""}"
2838,Tiffin,Dragons,TIFF,"[""TIFF"",""Tiffin""]",Great Midwest Athletic,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2838.png"",""https://cdn.collegefootballdata.com/logos/256/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2838.png"",""https://cdn.collegefootballdata.com/logos/128/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2838.png"",""https://cdn.collegefootballdata.com/logos/96/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2838.png"",""https://cdn.collegefootballdata.com/logos/64/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2838.png"",""https://cdn.collegefootballdata.com/logos/48/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2838.png"",""https://cdn.collegefootballdata.com/logos/32/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2838.png"",""https://cdn.collegefootballdata.com/logos/16/2838.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2838.png""]",null,"{""capacity"":""4500"",""city"":""Tiffin"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""3731"",""latitude"":""41.114485"",""longitude"":""-83.1779537"",""name"":""Frost-Kalnow Stadium"",""state"":""OH"",""timezone"":null,""zip"":""44883""}"
625,Tiffin University,Dragons,TIF,"[""TIF"",""Tiffin""]",Great Midwest Athletic,null,ii,#null,#null,null,null,"{""capacity"":null,""city"":null,""constructionYear"":null,""countryCode"":null,""dome"":null,""elevation"":null,""grass"":null,""id"":null,""latitude"":null,""longitude"":null,""name"":null,""state"":null,""timezone"":null,""zip"":null}"
2649,Toledo,Rockets,TOL,"[""TOL"",""Toledo""]",Mid-American,West,fbs,#0b2240,#ffcd00,"[""https://cdn.collegefootballdata.com/logos/500/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2649.png"",""https://cdn.collegefootballdata.com/logos/256/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2649.png"",""https://cdn.collegefootballdata.com/logos/128/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2649.png"",""https://cdn.collegefootballdata.com/logos/96/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2649.png"",""https://cdn.collegefootballdata.com/logos/64/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2649.png"",""https://cdn.collegefootballdata.com/logos/48/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2649.png"",""https://cdn.collegefootballdata.com/logos/32/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2649.png"",""https://cdn.collegefootballdata.com/logos/16/2649.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2649.png""]",@ToledoFB,"{""capacity"":""26038"",""city"":""Toledo"",""constructionYear"":""1937"",""countryCode"":""US"",""dome"":""false"",""elevation"":""181.4839783"",""grass"":""false"",""id"":""3739"",""latitude"":""41.6574777"",""longitude"":""-83.6135652"",""name"":""Glass Bowl"",""state"":""OH"",""timezone"":""America/New_York"",""zip"":""43606""}"
119,Towson,Tigers,TOW,"[""TOW"",""Towson""]",CAA,null,fcs,#FFC229,#null,"[""https://cdn.collegefootballdata.com/logos/500/119.png"",""https://cdn.collegefootballdata.com/logos-dark/500/119.png"",""https://cdn.collegefootballdata.com/logos/256/119.png"",""https://cdn.collegefootballdata.com/logos-dark/256/119.png"",""https://cdn.collegefootballdata.com/logos/128/119.png"",""https://cdn.collegefootballdata.com/logos-dark/128/119.png"",""https://cdn.collegefootballdata.com/logos/96/119.png"",""https://cdn.collegefootballdata.com/logos-dark/96/119.png"",""https://cdn.collegefootballdata.com/logos/64/119.png"",""https://cdn.collegefootballdata.com/logos-dark/64/119.png"",""https://cdn.collegefootballdata.com/logos/48/119.png"",""https://cdn.collegefootballdata.com/logos-dark/48/119.png"",""https://cdn.collegefootballdata.com/logos/32/119.png"",""https://cdn.collegefootballdata.com/logos-dark/32/119.png"",""https://cdn.collegefootballdata.com/logos/16/119.png"",""https://cdn.collegefootballdata.com/logos-dark/16/119.png""]",@Towson_FB,"{""capacity"":""11200"",""city"":""Towson"",""constructionYear"":""1978"",""countryCode"":""US"",""dome"":""false"",""elevation"":""117.6974106"",""grass"":""false"",""id"":""3781"",""latitude"":""39.3885683"",""longitude"":""-76.6159716"",""name"":""Johnny Unitas Stadium"",""state"":""MD"",""timezone"":""America/New_York"",""zip"":""21252""}"
2651,Trine,Thunder,TRNE,"[""TRNE"",""Trine""]",Michigan,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2651.png"",""https://cdn.collegefootballdata.com/logos/256/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2651.png"",""https://cdn.collegefootballdata.com/logos/128/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2651.png"",""https://cdn.collegefootballdata.com/logos/96/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2651.png"",""https://cdn.collegefootballdata.com/logos/64/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2651.png"",""https://cdn.collegefootballdata.com/logos/48/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2651.png"",""https://cdn.collegefootballdata.com/logos/32/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2651.png"",""https://cdn.collegefootballdata.com/logos/16/2651.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2651.png""]",null,"{""capacity"":""5000"",""city"":""Angola"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6130"",""latitude"":""41.634874"",""longitude"":""-84.99928"",""name"":""Fred Zollner Athletic Stadium"",""state"":""IN"",""timezone"":null,""zip"":null}"
2977,Trinity (CT),Bantams,TCCT,"[""TCCT"",""Trinity (CT)""]",NESCAC,null,iii,#032d58,#fecd01,"[""https://cdn.collegefootballdata.com/logos/500/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2977.png"",""https://cdn.collegefootballdata.com/logos/256/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2977.png"",""https://cdn.collegefootballdata.com/logos/128/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2977.png"",""https://cdn.collegefootballdata.com/logos/96/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2977.png"",""https://cdn.collegefootballdata.com/logos/64/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2977.png"",""https://cdn.collegefootballdata.com/logos/48/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2977.png"",""https://cdn.collegefootballdata.com/logos/32/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2977.png"",""https://cdn.collegefootballdata.com/logos/16/2977.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2977.png""]",null,"{""capacity"":""5500"",""city"":""Hartford"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6131"",""latitude"":""41.764582"",""longitude"":""-72.6908547"",""name"":""Jessee/Miller Field"",""state"":""CT"",""timezone"":null,""zip"":""06103""}"
386,Trinity (TX),Tigers,TUTX,"[""TUTX"",""Trinity (TX)""]",Southern Athletic,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/386.png"",""https://cdn.collegefootballdata.com/logos-dark/500/386.png"",""https://cdn.collegefootballdata.com/logos/256/386.png"",""https://cdn.collegefootballdata.com/logos-dark/256/386.png"",""https://cdn.collegefootballdata.com/logos/128/386.png"",""https://cdn.collegefootballdata.com/logos-dark/128/386.png"",""https://cdn.collegefootballdata.com/logos/96/386.png"",""https://cdn.collegefootballdata.com/logos-dark/96/386.png"",""https://cdn.collegefootballdata.com/logos/64/386.png"",""https://cdn.collegefootballdata.com/logos-dark/64/386.png"",""https://cdn.collegefootballdata.com/logos/48/386.png"",""https://cdn.collegefootballdata.com/logos-dark/48/386.png"",""https://cdn.collegefootballdata.com/logos/32/386.png"",""https://cdn.collegefootballdata.com/logos-dark/32/386.png"",""https://cdn.collegefootballdata.com/logos/16/386.png"",""https://cdn.collegefootballdata.com/logos-dark/16/386.png""]",null,"{""capacity"":""3500"",""city"":""San Antonio"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6132"",""latitude"":""29.4246002"",""longitude"":""-98.4951405"",""name"":""Trinity University Stadium"",""state"":""TX"",""timezone"":null,""zip"":""78205""}"
2653,Troy,Trojans,TROY,"[""TROY"",""Troy""]",Sun Belt,East,fbs,#862633,#b1b1b1,"[""https://cdn.collegefootballdata.com/logos/500/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2653.png"",""https://cdn.collegefootballdata.com/logos/256/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2653.png"",""https://cdn.collegefootballdata.com/logos/128/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2653.png"",""https://cdn.collegefootballdata.com/logos/96/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2653.png"",""https://cdn.collegefootballdata.com/logos/64/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2653.png"",""https://cdn.collegefootballdata.com/logos/48/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2653.png"",""https://cdn.collegefootballdata.com/logos/32/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2653.png"",""https://cdn.collegefootballdata.com/logos/16/2653.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2653.png""]",@TroyTrojansFB,"{""capacity"":""30000"",""city"":""Troy"",""constructionYear"":""1950"",""countryCode"":""US"",""dome"":""false"",""elevation"":""154.7746277"",""grass"":""false"",""id"":""3975"",""latitude"":""31.7995565"",""longitude"":""-85.9518328"",""name"":""Veterans Memorial Stadium (AL)"",""state"":""AL"",""timezone"":""America/Chicago"",""zip"":""36082""}"
